patent_id,inventor_id,company_id
US38496983B2,INV4282,
US38496983B2,INV1390,
US38496983B2,,COMP564
US38496983B2,,COMP366
US72608519B2,INV6431,
US72608519B2,,COMP628
US72608519B2,,COMP891
US35411141B2,INV7321,
US35411141B2,INV8361,
US35411141B2,,COMP366
US35411141B2,,COMP587
US35686285B2,INV8316,
US35686285B2,,COMP753
US20839507B2,INV7247,
US20839507B2,,COMP821
US20839507B2,,COMP755
US59239191B2,INV3515,
US59239191B2,INV1401,
US59239191B2,,COMP291
US59239191B2,,COMP599
US60611650B2,INV5793,
US60611650B2,INV2601,
US60611650B2,,COMP953
US70690339B2,INV4018,
US70690339B2,INV8226,
US70690339B2,,COMP357
US70690339B2,,COMP982
US27185982B2,INV7429,
US27185982B2,INV4477,
US27185982B2,INV3961,
US27185982B2,,COMP136
US27185982B2,,COMP689
US87076680B2,INV9868,
US87076680B2,INV5658,
US87076680B2,,COMP621
US87076680B2,,COMP966
US39054248B2,INV1253,
US39054248B2,,COMP899
US86024024B2,INV5889,
US86024024B2,INV6526,
US86024024B2,,COMP321
US86024024B2,,COMP694
US73100023B2,INV2051,
US73100023B2,INV9877,
US73100023B2,INV6130,
US73100023B2,,COMP816
US98426589B2,INV5280,
US98426589B2,INV1674,
US98426589B2,,COMP337
US98426589B2,,COMP447
US69546058B2,INV5437,
US69546058B2,,COMP835
US14003004B2,INV8837,
US14003004B2,INV7974,
US14003004B2,,COMP501
US70906492B2,INV5681,
US70906492B2,INV4774,
US70906492B2,INV1083,
US70906492B2,,COMP657
US70906492B2,,COMP980
US92535227B2,INV4509,
US92535227B2,,COMP225
US92535227B2,,COMP331
US52794211B2,INV4925,
US52794211B2,INV8582,
US52794211B2,INV3894,
US52794211B2,,COMP876
US52794211B2,,COMP226
US56772346B2,INV5801,
US56772346B2,,COMP537
US56772346B2,,COMP374
US73800108B2,INV3870,
US73800108B2,INV6201,
US73800108B2,INV2808,
US73800108B2,,COMP547
US60434469B2,INV3952,
US60434469B2,,COMP518
US98954009B2,INV1783,
US98954009B2,INV3068,
US98954009B2,,COMP634
US98954009B2,,COMP697
US14690440B2,INV9789,
US14690440B2,INV4663,
US14690440B2,INV3209,
US14690440B2,,COMP764
US14690440B2,,COMP521
US79984532B2,INV3482,
US79984532B2,INV8555,
US79984532B2,,COMP623
US38117193B2,INV3725,
US38117193B2,INV5446,
US38117193B2,,COMP462
US15085504B2,INV4243,
US15085504B2,INV3760,
US15085504B2,INV9696,
US15085504B2,,COMP260
US29502505B2,INV4395,
US29502505B2,INV4164,
US29502505B2,INV6829,
US29502505B2,,COMP656
US29502505B2,,COMP602
US24583048B2,INV2106,
US24583048B2,INV8604,
US24583048B2,,COMP382
US24583048B2,,COMP830
US36125222B2,INV2741,
US36125222B2,,COMP483
US28876334B2,INV1052,
US28876334B2,INV1852,
US28876334B2,,COMP319
US64936360B2,INV7020,
US64936360B2,INV5574,
US64936360B2,INV8589,
US64936360B2,,COMP220
US91505856B2,INV7860,
US91505856B2,INV4456,
US91505856B2,,COMP737
US56541994B2,INV9370,
US56541994B2,INV4817,
US56541994B2,,COMP123
US56541994B2,,COMP210
US82577034B2,INV7279,
US82577034B2,INV7317,
US82577034B2,,COMP334
US94445813B2,INV6833,
US94445813B2,INV6440,
US94445813B2,,COMP326
US94445813B2,,COMP593
US44464310B2,INV5699,
US44464310B2,INV6061,
US44464310B2,,COMP332
US45268069B2,INV5347,
US45268069B2,,COMP474
US45268069B2,,COMP409
US42551544B2,INV7182,
US42551544B2,INV2651,
US42551544B2,INV2576,
US42551544B2,,COMP137
US42551544B2,,COMP677
US86352568B2,INV3991,
US86352568B2,INV7058,
US86352568B2,,COMP179
US86352568B2,,COMP989
US60698230B2,INV5347,
US60698230B2,,COMP882
US60698230B2,,COMP558
US29184194B2,INV6696,
US29184194B2,INV5481,
US29184194B2,,COMP719
US86131324B2,INV8790,
US86131324B2,INV2202,
US86131324B2,,COMP833
US40032273B2,INV9217,
US40032273B2,,COMP844
US94888991B2,INV8922,
US94888991B2,,COMP578
US94888991B2,,COMP357
US81791950B2,INV7202,
US81791950B2,,COMP594
US44496019B2,INV1961,
US44496019B2,,COMP917
US44496019B2,,COMP921
US96026178B2,INV5571,
US96026178B2,,COMP254
US70952898B2,INV7907,
US70952898B2,INV7282,
US70952898B2,INV1687,
US70952898B2,,COMP308
US14219288B2,INV6255,
US14219288B2,,COMP140
US97200761B2,INV3234,
US97200761B2,,COMP614
US97200761B2,,COMP657
US50634853B2,INV4997,
US50634853B2,INV4989,
US50634853B2,,COMP937
US50634853B2,,COMP311
US10857998B2,INV1950,
US10857998B2,INV5845,
US10857998B2,,COMP142
US53443709B2,INV8498,
US53443709B2,INV7139,
US53443709B2,INV1496,
US53443709B2,,COMP647
US81856162B2,INV2952,
US81856162B2,,COMP639
US79661586B2,INV1470,
US79661586B2,,COMP419
US33957500B2,INV8566,
US33957500B2,INV6456,
US33957500B2,INV2472,
US33957500B2,,COMP798
US33957500B2,,COMP244
US66602156B2,INV1124,
US66602156B2,,COMP616
US66602156B2,,COMP165
US57193407B2,INV4302,
US57193407B2,INV3935,
US57193407B2,INV1189,
US57193407B2,,COMP557
US57193407B2,,COMP989
US26375061B2,INV2953,
US26375061B2,,COMP532
US48144617B2,INV1911,
US48144617B2,,COMP525
US85431152B2,INV1182,
US85431152B2,,COMP204
US85431152B2,,COMP342
US19564316B2,INV6668,
US19564316B2,INV8510,
US19564316B2,,COMP746
US19564316B2,,COMP215
US56000361B2,INV6579,
US56000361B2,INV7067,
US56000361B2,,COMP796
US56000361B2,,COMP742
US22917549B2,INV9356,
US22917549B2,INV3167,
US22917549B2,,COMP733
US22917549B2,,COMP451
US46603313B2,INV6006,
US46603313B2,INV4395,
US46603313B2,INV3601,
US46603313B2,,COMP498
US46603313B2,,COMP450
US38237148B2,INV5704,
US38237148B2,INV2888,
US38237148B2,INV1668,
US38237148B2,,COMP960
US53777936B2,INV1515,
US53777936B2,INV8204,
US53777936B2,,COMP838
US53777936B2,,COMP258
US66795910B2,INV7549,
US66795910B2,,COMP660
US66795910B2,,COMP886
US24677141B2,INV7891,
US24677141B2,INV6353,
US24677141B2,INV7866,
US24677141B2,,COMP575
US93289068B2,INV5918,
US93289068B2,INV4951,
US93289068B2,,COMP393
US38802637B2,INV6444,
US38802637B2,INV1838,
US38802637B2,INV1025,
US38802637B2,,COMP843
US30487961B2,INV6323,
US30487961B2,INV8325,
US30487961B2,,COMP341
US30487961B2,,COMP786
US84238443B2,INV2592,
US84238443B2,INV8589,
US84238443B2,INV8111,
US84238443B2,,COMP444
US84238443B2,,COMP363
US59128608B2,INV8962,
US59128608B2,INV2724,
US59128608B2,,COMP477
US59128608B2,,COMP195
US62501190B2,INV6546,
US62501190B2,INV5651,
US62501190B2,,COMP639
US95275241B2,INV3152,
US95275241B2,INV6190,
US95275241B2,INV4118,
US95275241B2,,COMP879
US33351122B2,INV7551,
US33351122B2,INV5168,
US33351122B2,INV9479,
US33351122B2,,COMP601
US99783798B2,INV8642,
US99783798B2,INV9615,
US99783798B2,INV3517,
US99783798B2,,COMP510
US99783798B2,,COMP837
US24714136B2,INV1999,
US24714136B2,,COMP763
US24714136B2,,COMP734
US38741300B2,INV7901,
US38741300B2,INV6056,
US38741300B2,INV3136,
US38741300B2,,COMP194
US38741300B2,,COMP260
US48850898B2,INV7001,
US48850898B2,,COMP885
US48850898B2,,COMP814
US75569059B2,INV8010,
US75569059B2,INV2885,
US75569059B2,,COMP582
US75569059B2,,COMP631
US89725882B2,INV7190,
US89725882B2,,COMP416
US89725882B2,,COMP789
US57298235B2,INV8857,
US57298235B2,,COMP765
US62961644B2,INV9595,
US62961644B2,INV9621,
US62961644B2,,COMP534
US30033054B2,INV8234,
US30033054B2,INV5381,
US30033054B2,INV8447,
US30033054B2,,COMP948
US30033054B2,,COMP157
US23669371B2,INV5579,
US23669371B2,INV3333,
US23669371B2,INV3562,
US23669371B2,,COMP778
US76989643B2,INV9177,
US76989643B2,INV5026,
US76989643B2,,COMP294
US67308371B2,INV7714,
US67308371B2,INV5211,
US67308371B2,INV3764,
US67308371B2,,COMP677
US67308371B2,,COMP279
US25878989B2,INV6056,
US25878989B2,INV3983,
US25878989B2,INV1064,
US25878989B2,,COMP474
US25878989B2,,COMP266
US36098348B2,INV2429,
US36098348B2,INV8115,
US36098348B2,INV1772,
US36098348B2,,COMP182
US36098348B2,,COMP918
US45025832B2,INV2461,
US45025832B2,,COMP144
US45025832B2,,COMP615
US74646406B2,INV1780,
US74646406B2,,COMP150
US74646406B2,,COMP246
US50708949B2,INV5680,
US50708949B2,INV1766,
US50708949B2,,COMP660
US50708949B2,,COMP361
US67476995B2,INV3180,
US67476995B2,INV5862,
US67476995B2,INV8577,
US67476995B2,,COMP802
US67476995B2,,COMP763
US22164953B2,INV7452,
US22164953B2,INV8895,
US22164953B2,INV2789,
US22164953B2,,COMP976
US22164953B2,,COMP102
US90805027B2,INV6277,
US90805027B2,INV5180,
US90805027B2,,COMP636
US90805027B2,,COMP670
US27124316B2,INV7715,
US27124316B2,,COMP167
US56043650B2,INV6446,
US56043650B2,INV5760,
US56043650B2,,COMP604
US56043650B2,,COMP528
US52474192B2,INV5569,
US52474192B2,INV7873,
US52474192B2,,COMP354
US84161644B2,INV7531,
US84161644B2,,COMP809
US92213006B2,INV3124,
US92213006B2,,COMP352
US45162937B2,INV3013,
US45162937B2,INV3115,
US45162937B2,,COMP458
US82233050B2,INV7257,
US82233050B2,,COMP765
US13840165B2,INV8476,
US13840165B2,INV3674,
US13840165B2,,COMP241
US13840165B2,,COMP407
US75256672B2,INV8132,
US75256672B2,INV6773,
US75256672B2,INV2070,
US75256672B2,,COMP138
US67606769B2,INV4797,
US67606769B2,INV5027,
US67606769B2,INV9266,
US67606769B2,,COMP230
US83413697B2,INV8173,
US83413697B2,INV1790,
US83413697B2,INV2228,
US83413697B2,,COMP938
US83413697B2,,COMP327
US77348721B2,INV9252,
US77348721B2,INV9011,
US77348721B2,INV3824,
US77348721B2,,COMP901
US77348721B2,,COMP127
US15500869B2,INV9136,
US15500869B2,INV2064,
US15500869B2,INV5205,
US15500869B2,,COMP621
US69617326B2,INV1126,
US69617326B2,INV5383,
US69617326B2,,COMP843
US16486487B2,INV6940,
US16486487B2,,COMP857
US89054295B2,INV6661,
US89054295B2,INV9450,
US89054295B2,INV4220,
US89054295B2,,COMP472
US30523694B2,INV6708,
US30523694B2,,COMP114
US69056345B2,INV3147,
US69056345B2,INV1295,
US69056345B2,INV7725,
US69056345B2,,COMP234
US69056345B2,,COMP289
US75819059B2,INV3892,
US75819059B2,INV4043,
US75819059B2,,COMP671
US52715496B2,INV6188,
US52715496B2,INV7009,
US52715496B2,INV1674,
US52715496B2,,COMP836
US52715496B2,,COMP386
US28372391B2,INV6778,
US28372391B2,INV2310,
US28372391B2,,COMP516
US36093433B2,INV6707,
US36093433B2,,COMP605
US36093433B2,,COMP954
US83288304B2,INV9081,
US83288304B2,,COMP784
US75689741B2,INV8088,
US75689741B2,,COMP430
US75689741B2,,COMP571
US48789537B2,INV2622,
US48789537B2,INV6471,
US48789537B2,INV7320,
US48789537B2,,COMP468
US51688098B2,INV6622,
US51688098B2,INV1253,
US51688098B2,INV3191,
US51688098B2,,COMP287
US51688098B2,,COMP356
US65305692B2,INV1356,
US65305692B2,,COMP116
US41438294B2,INV3645,
US41438294B2,,COMP151
US39214522B2,INV9948,
US39214522B2,,COMP208
US61028649B2,INV4243,
US61028649B2,,COMP398
US61028649B2,,COMP759
US20907199B2,INV6385,
US20907199B2,,COMP558
US20907199B2,,COMP770
US75916630B2,INV7391,
US75916630B2,INV2917,
US75916630B2,INV2859,
US75916630B2,,COMP264
US75916630B2,,COMP961
US11817438B2,INV6515,
US11817438B2,INV4984,
US11817438B2,,COMP848
US11817438B2,,COMP564
US69976799B2,INV9674,
US69976799B2,,COMP353
US69976799B2,,COMP802
US71777471B2,INV7897,
US71777471B2,INV3374,
US71777471B2,INV6677,
US71777471B2,,COMP588
US71777471B2,,COMP146
US56590911B2,INV9287,
US56590911B2,,COMP740
US96933798B2,INV6100,
US96933798B2,INV9351,
US96933798B2,,COMP186
US96933798B2,,COMP612
US99129236B2,INV9846,
US99129236B2,INV1876,
US99129236B2,INV2900,
US99129236B2,,COMP929
US99129236B2,,COMP791
US39953176B2,INV2297,
US39953176B2,INV4757,
US39953176B2,INV8920,
US39953176B2,,COMP424
US85252113B2,INV4278,
US85252113B2,,COMP421
US41427079B2,INV7887,
US41427079B2,INV3971,
US41427079B2,,COMP465
US41427079B2,,COMP671
US51457572B2,INV4777,
US51457572B2,,COMP105
US51457572B2,,COMP704
US59593005B2,INV2246,
US59593005B2,INV9526,
US59593005B2,,COMP356
US59593005B2,,COMP559
US90630124B2,INV6437,
US90630124B2,INV1442,
US90630124B2,INV8661,
US90630124B2,,COMP930
US90630124B2,,COMP744
US97381858B2,INV6808,
US97381858B2,INV8976,
US97381858B2,,COMP179
US97381858B2,,COMP255
US40243101B2,INV6491,
US40243101B2,,COMP707
US22411143B2,INV3454,
US22411143B2,INV1054,
US22411143B2,INV3633,
US22411143B2,,COMP981
US18313675B2,INV9378,
US18313675B2,INV2862,
US18313675B2,INV8343,
US18313675B2,,COMP817
US18313675B2,,COMP929
US85560042B2,INV1413,
US85560042B2,INV4844,
US85560042B2,,COMP628
US57150057B2,INV8093,
US57150057B2,INV2805,
US57150057B2,,COMP226
US57150057B2,,COMP372
US35319316B2,INV8577,
US35319316B2,,COMP594
US31782289B2,INV2862,
US31782289B2,INV7350,
US31782289B2,INV5296,
US31782289B2,,COMP736
US83810130B2,INV1933,
US83810130B2,,COMP914
US67283998B2,INV5381,
US67283998B2,INV5878,
US67283998B2,INV8054,
US67283998B2,,COMP422
US41048663B2,INV3231,
US41048663B2,INV1163,
US41048663B2,INV1581,
US41048663B2,,COMP385
US41048663B2,,COMP372
US60542391B2,INV3703,
US60542391B2,INV6314,
US60542391B2,INV6880,
US60542391B2,,COMP368
US60542391B2,,COMP786
US61894572B2,INV9570,
US61894572B2,,COMP374
US61894572B2,,COMP546
US60558680B2,INV4280,
US60558680B2,INV1244,
US60558680B2,INV2823,
US60558680B2,,COMP132
US60558680B2,,COMP236
US11802202B2,INV5453,
US11802202B2,,COMP466
US21143787B2,INV9517,
US21143787B2,INV2638,
US21143787B2,,COMP241
US21143787B2,,COMP581
US66104748B2,INV2836,
US66104748B2,INV2211,
US66104748B2,INV8228,
US66104748B2,,COMP590
US20267436B2,INV7176,
US20267436B2,INV1316,
US20267436B2,INV7702,
US20267436B2,,COMP343
US68645181B2,INV4833,
US68645181B2,INV4074,
US68645181B2,INV5934,
US68645181B2,,COMP923
US28159621B2,INV2770,
US28159621B2,INV5860,
US28159621B2,INV2916,
US28159621B2,,COMP727
US61086644B2,INV8462,
US61086644B2,INV2502,
US61086644B2,,COMP972
US61086644B2,,COMP812
US87188353B2,INV2936,
US87188353B2,INV6259,
US87188353B2,,COMP415
US60766941B2,INV1090,
US60766941B2,INV4594,
US60766941B2,,COMP254
US14576383B2,INV5305,
US14576383B2,INV2294,
US14576383B2,,COMP742
US51979225B2,INV2122,
US51979225B2,INV7981,
US51979225B2,,COMP699
US51979225B2,,COMP823
US21662396B2,INV3435,
US21662396B2,INV6344,
US21662396B2,INV3611,
US21662396B2,,COMP612
US39439595B2,INV6233,
US39439595B2,INV6285,
US39439595B2,INV5667,
US39439595B2,,COMP821
US95818094B2,INV6495,
US95818094B2,INV2231,
US95818094B2,INV8841,
US95818094B2,,COMP249
US88025017B2,INV6912,
US88025017B2,INV5999,
US88025017B2,,COMP924
US65598392B2,INV3409,
US65598392B2,INV8222,
US65598392B2,,COMP708
US65598392B2,,COMP741
US29577334B2,INV7627,
US29577334B2,,COMP386
US29577334B2,,COMP658
US48025357B2,INV2718,
US48025357B2,INV5268,
US48025357B2,INV8355,
US48025357B2,,COMP454
US11817348B2,INV8627,
US11817348B2,INV2064,
US11817348B2,INV8932,
US11817348B2,,COMP807
US11817348B2,,COMP444
US68308586B2,INV7150,
US68308586B2,,COMP727
US68308586B2,,COMP280
US49524604B2,INV7168,
US49524604B2,,COMP854
US72628123B2,INV3515,
US72628123B2,INV3878,
US72628123B2,INV8130,
US72628123B2,,COMP853
US27217250B2,INV9255,
US27217250B2,,COMP223
US27217250B2,,COMP973
US78208409B2,INV4463,
US78208409B2,INV9033,
US78208409B2,,COMP949
US78208409B2,,COMP376
US50986687B2,INV4116,
US50986687B2,INV4862,
US50986687B2,,COMP312
US50986687B2,,COMP509
US84358918B2,INV9296,
US84358918B2,INV9781,
US84358918B2,,COMP971
US53179343B2,INV4669,
US53179343B2,INV2214,
US53179343B2,,COMP979
US53179343B2,,COMP225
US94657465B2,INV5065,
US94657465B2,,COMP961
US28095251B2,INV2668,
US28095251B2,INV2082,
US28095251B2,INV9131,
US28095251B2,,COMP478
US99297191B2,INV2655,
US99297191B2,,COMP248
US99297191B2,,COMP830
US57906379B2,INV7842,
US57906379B2,INV8525,
US57906379B2,INV3018,
US57906379B2,,COMP186
US57906379B2,,COMP169
US60435982B2,INV9923,
US60435982B2,INV8297,
US60435982B2,,COMP390
US60435982B2,,COMP717
US66111795B2,INV1952,
US66111795B2,,COMP153
US17313290B2,INV8166,
US17313290B2,,COMP839
US17313290B2,,COMP109
US72293174B2,INV9091,
US72293174B2,INV1752,
US72293174B2,INV2494,
US72293174B2,,COMP739
US68678851B2,INV6922,
US68678851B2,INV1379,
US68678851B2,,COMP365
US72555855B2,INV9357,
US72555855B2,INV7509,
US72555855B2,,COMP347
US37729573B2,INV2220,
US37729573B2,INV6822,
US37729573B2,,COMP878
US63740891B2,INV2871,
US63740891B2,INV5984,
US63740891B2,INV3905,
US63740891B2,,COMP777
US67232133B2,INV9776,
US67232133B2,INV9825,
US67232133B2,INV4020,
US67232133B2,,COMP694
US67232133B2,,COMP430
US20914565B2,INV6221,
US20914565B2,,COMP392
US20914565B2,,COMP481
US31276325B2,INV1929,
US31276325B2,,COMP206
US41057006B2,INV2523,
US41057006B2,,COMP325
US70411598B2,INV1312,
US70411598B2,INV7922,
US70411598B2,,COMP866
US70411598B2,,COMP383
US33704754B2,INV4464,
US33704754B2,INV8838,
US33704754B2,INV3903,
US33704754B2,,COMP811
US33704754B2,,COMP972
US26565965B2,INV9824,
US26565965B2,INV8017,
US26565965B2,,COMP719
US26565965B2,,COMP513
US12221336B2,INV7920,
US12221336B2,,COMP639
US12221336B2,,COMP516
US47732399B2,INV7400,
US47732399B2,INV8884,
US47732399B2,,COMP928
US47732399B2,,COMP666
US57787062B2,INV5097,
US57787062B2,INV8404,
US57787062B2,,COMP830
US31367676B2,INV3666,
US31367676B2,INV6118,
US31367676B2,INV5469,
US31367676B2,,COMP719
US31367676B2,,COMP551
US70768406B2,INV5931,
US70768406B2,INV7290,
US70768406B2,INV6116,
US70768406B2,,COMP248
US17840233B2,INV5662,
US17840233B2,,COMP956
US43191975B2,INV8878,
US43191975B2,INV8530,
US43191975B2,INV1764,
US43191975B2,,COMP777
US55310996B2,INV9005,
US55310996B2,INV4429,
US55310996B2,,COMP875
US55310996B2,,COMP392
US49614618B2,INV7773,
US49614618B2,INV9512,
US49614618B2,,COMP817
US16949293B2,INV8575,
US16949293B2,,COMP711
US14596932B2,INV4083,
US14596932B2,,COMP504
US33446500B2,INV3593,
US33446500B2,INV2566,
US33446500B2,,COMP721
US92422405B2,INV6622,
US92422405B2,,COMP334
US92422405B2,,COMP409
US64409132B2,INV9249,
US64409132B2,INV9703,
US64409132B2,,COMP241
US64409132B2,,COMP528
US87947245B2,INV3480,
US87947245B2,,COMP383
US84260397B2,INV8543,
US84260397B2,,COMP238
US84260397B2,,COMP331
US76995722B2,INV4113,
US76995722B2,INV2906,
US76995722B2,,COMP175
US76995722B2,,COMP780
US42672948B2,INV9719,
US42672948B2,,COMP860
US42672948B2,,COMP230
US86332502B2,INV8811,
US86332502B2,INV2519,
US86332502B2,INV8265,
US86332502B2,,COMP157
US86332502B2,,COMP739
US47963805B2,INV7055,
US47963805B2,,COMP342
US47963805B2,,COMP610
US13775122B2,INV1441,
US13775122B2,INV1396,
US13775122B2,INV6517,
US13775122B2,,COMP269
US13775122B2,,COMP545
US65157866B2,INV9477,
US65157866B2,,COMP840
US65157866B2,,COMP930
US61827345B2,INV3966,
US61827345B2,,COMP975
US75867351B2,INV8821,
US75867351B2,INV9106,
US75867351B2,INV7789,
US75867351B2,,COMP344
US74423888B2,INV1874,
US74423888B2,,COMP119
US74423888B2,,COMP797
US58030907B2,INV9317,
US58030907B2,INV1553,
US58030907B2,,COMP779
US90583268B2,INV2324,
US90583268B2,,COMP650
US90175000B2,INV8566,
US90175000B2,INV7805,
US90175000B2,,COMP655
US13289416B2,INV9255,
US13289416B2,,COMP389
US13289416B2,,COMP864
US96093665B2,INV5629,
US96093665B2,,COMP192
US96093665B2,,COMP756
US28455821B2,INV6747,
US28455821B2,,COMP778
US58678780B2,INV9374,
US58678780B2,INV8664,
US58678780B2,INV1226,
US58678780B2,,COMP678
US77422321B2,INV2364,
US77422321B2,,COMP748
US77422321B2,,COMP571
US11766973B2,INV4690,
US11766973B2,INV8917,
US11766973B2,INV3528,
US11766973B2,,COMP555
US52273323B2,INV8174,
US52273323B2,INV8271,
US52273323B2,INV8494,
US52273323B2,,COMP504
US75498293B2,INV8464,
US75498293B2,,COMP248
US76654855B2,INV2683,
US76654855B2,INV3796,
US76654855B2,INV1453,
US76654855B2,,COMP881
US97813442B2,INV2839,
US97813442B2,INV7769,
US97813442B2,,COMP986
US97813442B2,,COMP710
US30090740B2,INV5616,
US30090740B2,,COMP361
US42606361B2,INV7981,
US42606361B2,INV7887,
US42606361B2,,COMP145
US39397948B2,INV6159,
US39397948B2,,COMP701
US39397948B2,,COMP408
US76537138B2,INV1060,
US76537138B2,,COMP691
US76537138B2,,COMP304
US73601582B2,INV2720,
US73601582B2,,COMP638
US51394901B2,INV4358,
US51394901B2,,COMP969
US46429074B2,INV4207,
US46429074B2,INV7369,
US46429074B2,,COMP184
US15016194B2,INV1442,
US15016194B2,INV9508,
US15016194B2,,COMP847
US24011665B2,INV4348,
US24011665B2,,COMP908
US24011665B2,,COMP983
US95722796B2,INV7207,
US95722796B2,,COMP858
US14977585B2,INV1426,
US14977585B2,,COMP438
US14977585B2,,COMP448
US53090747B2,INV4400,
US53090747B2,,COMP512
US53090747B2,,COMP836
US11036550B2,INV8283,
US11036550B2,,COMP322
US87940127B2,INV1769,
US87940127B2,INV4115,
US87940127B2,INV3090,
US87940127B2,,COMP152
US72749499B2,INV6467,
US72749499B2,INV4994,
US72749499B2,,COMP456
US72749499B2,,COMP590
US98376534B2,INV6825,
US98376534B2,INV5317,
US98376534B2,INV6053,
US98376534B2,,COMP691
US98376534B2,,COMP573
US31355258B2,INV1407,
US31355258B2,,COMP248
US31355258B2,,COMP689
US63117376B2,INV3416,
US63117376B2,INV2550,
US63117376B2,INV8708,
US63117376B2,,COMP159
US63117376B2,,COMP251
US98268910B2,INV6538,
US98268910B2,INV4804,
US98268910B2,INV1627,
US98268910B2,,COMP279
US44006174B2,INV8617,
US44006174B2,,COMP332
US47210541B2,INV2270,
US47210541B2,INV1720,
US47210541B2,INV3294,
US47210541B2,,COMP992
US47210541B2,,COMP771
US95609331B2,INV9409,
US95609331B2,,COMP870
US95609331B2,,COMP463
US12265659B2,INV5146,
US12265659B2,INV2059,
US12265659B2,INV2275,
US12265659B2,,COMP119
US12265659B2,,COMP617
US42739239B2,INV2346,
US42739239B2,INV6951,
US42739239B2,INV2875,
US42739239B2,,COMP529
US42739239B2,,COMP948
US55413372B2,INV8761,
US55413372B2,,COMP341
US62472231B2,INV1802,
US62472231B2,INV7694,
US62472231B2,INV9528,
US62472231B2,,COMP677
US62472231B2,,COMP304
US79128749B2,INV6472,
US79128749B2,,COMP470
US79128749B2,,COMP800
US63043921B2,INV3063,
US63043921B2,INV2172,
US63043921B2,,COMP103
US63043921B2,,COMP374
US57660012B2,INV7211,
US57660012B2,,COMP654
US57660012B2,,COMP556
US80443723B2,INV7559,
US80443723B2,INV3877,
US80443723B2,,COMP666
US80443723B2,,COMP518
US63130482B2,INV2220,
US63130482B2,,COMP903
US63130482B2,,COMP485
US20390708B2,INV7360,
US20390708B2,INV6358,
US20390708B2,,COMP733
US74648785B2,INV7509,
US74648785B2,INV1719,
US74648785B2,INV7094,
US74648785B2,,COMP615
US74648785B2,,COMP485
US43686585B2,INV1740,
US43686585B2,INV1383,
US43686585B2,,COMP177
US43686585B2,,COMP631
US69884884B2,INV2348,
US69884884B2,,COMP968
US69884884B2,,COMP250
US30036603B2,INV3791,
US30036603B2,,COMP371
US30036603B2,,COMP610
US23167788B2,INV2285,
US23167788B2,INV7951,
US23167788B2,,COMP598
US23167788B2,,COMP286
US67805335B2,INV1746,
US67805335B2,INV5011,
US67805335B2,,COMP611
US67805335B2,,COMP295
US77376563B2,INV4371,
US77376563B2,,COMP552
US77376563B2,,COMP995
US83709711B2,INV9997,
US83709711B2,,COMP685
US83709711B2,,COMP316
US15345492B2,INV1092,
US15345492B2,INV9560,
US15345492B2,INV1361,
US15345492B2,,COMP667
US15345492B2,,COMP780
US64198535B2,INV9040,
US64198535B2,INV8445,
US64198535B2,,COMP154
US50354712B2,INV5757,
US50354712B2,,COMP577
US25245855B2,INV3223,
US25245855B2,INV7892,
US25245855B2,INV9084,
US25245855B2,,COMP787
US25245855B2,,COMP420
US19753705B2,INV2088,
US19753705B2,INV7988,
US19753705B2,,COMP432
US19753705B2,,COMP415
US98688487B2,INV8393,
US98688487B2,INV4507,
US98688487B2,INV8297,
US98688487B2,,COMP807
US59810862B2,INV1292,
US59810862B2,INV1533,
US59810862B2,,COMP137
US97031365B2,INV9169,
US97031365B2,,COMP139
US38877411B2,INV1770,
US38877411B2,,COMP540
US38877411B2,,COMP487
US78975646B2,INV9082,
US78975646B2,INV5121,
US78975646B2,,COMP999
US80301447B2,INV3980,
US80301447B2,INV4109,
US80301447B2,,COMP709
US80301447B2,,COMP905
US79158806B2,INV6204,
US79158806B2,INV1237,
US79158806B2,INV2323,
US79158806B2,,COMP146
US45847369B2,INV2332,
US45847369B2,INV3688,
US45847369B2,,COMP505
US67419773B2,INV5233,
US67419773B2,,COMP542
US97410317B2,INV6445,
US97410317B2,INV3667,
US97410317B2,,COMP679
US41568224B2,INV3513,
US41568224B2,INV5969,
US41568224B2,,COMP448
US41568224B2,,COMP733
US95423518B2,INV8301,
US95423518B2,INV4418,
US95423518B2,INV5263,
US95423518B2,,COMP600
US36143360B2,INV7273,
US36143360B2,INV3111,
US36143360B2,,COMP829
US71400907B2,INV9491,
US71400907B2,,COMP235
US71400907B2,,COMP138
US40113226B2,INV2576,
US40113226B2,INV8029,
US40113226B2,,COMP105
US10653796B2,INV3876,
US10653796B2,INV7785,
US10653796B2,,COMP474
US10653796B2,,COMP934
US59573547B2,INV7177,
US59573547B2,INV7651,
US59573547B2,INV3447,
US59573547B2,,COMP277
US82413580B2,INV4532,
US82413580B2,,COMP521
US78118110B2,INV2841,
US78118110B2,INV2092,
US78118110B2,,COMP528
US92486650B2,INV6785,
US92486650B2,INV3819,
US92486650B2,INV6033,
US92486650B2,,COMP152
US98761108B2,INV3740,
US98761108B2,INV8764,
US98761108B2,,COMP396
US51645114B2,INV4456,
US51645114B2,INV7703,
US51645114B2,,COMP908
US51645114B2,,COMP643
US60582198B2,INV8044,
US60582198B2,,COMP813
US62248968B2,INV8695,
US62248968B2,INV2176,
US62248968B2,INV8557,
US62248968B2,,COMP188
US62248968B2,,COMP394
US23183083B2,INV8205,
US23183083B2,INV8382,
US23183083B2,INV4796,
US23183083B2,,COMP313
